MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,ALLOCATION_AMOUNT_NUM,RECOMMENDED_DATE_PARSED,RECOMMENDED_DATE,PROJECT_ID,PROJECT_AGE_DAYS,FUTURE_DATE_FLAG,MISSING_DATE_FLAG,MISSING_AMOUNT_FLAG,ZERO_OR_NEGATIVE_AMOUNT_FLAG,MISSING_CRITICAL_FIELDS
Shri Mithilesh Kumar,WS/MP190/2023-2024/37229 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,SINDHAULI,Raghunathpur J.Rampur,10/15/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_23b2ca7b7bc0d8e5,,0,1,0,0,0
SHRI K T S Tulsi,"WS/MP177/2023-2024/20638 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,Sitting Rajya Sabha,DISTRICT COLLECTOR RAIGARH_IDA,,,PUSSORE,Dhanuhardera,9/15/2023,1400000,Approved by IDA,Sanctioned,Rajya Sabha,1400000,,,MPLADS_60d4d85e52c2145e,,0,1,0,0,0
Rajdeep Roy,WS/MP494/2023-2024/35630 - Construction of buildings for training institutions,Normal/Others,Assam,SILCHAR,DEPUTY COMMISSIONER CACHAR_IDA,,,SILCHAR,Ambikapur Pt. X (CT),10/11/2023,1000000,Approved by IDA,Sanctioned,Lok Sabha,1000000,11/10/2023,11/10/2023,MPLADS_af3e112f8b334600,1029,0,0,0,0,0
Sudarshan Bhagat,WS/MP866/2023-2024/12610 - Construction of public staircase to access road over bridge,Normal/Others,Jharkhand,LOHARDAGA(ST),DEPUTY COMMISSIONER RANCHI_IDA,,,BERO,Hariharpur Jamtoli,8/23/2023,1460000,Approved by IDA,Sanctioned,Lok Sabha,1460000,,,MPLADS_c2532ab829023425,,0,1,0,0,0
SHRI Ramji,WS/MP198/2023-2024/7882 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,Bisalpur,2,,,8/3/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,3/8/2023,3/8/2023,MPLADS_b9e24e1e6134f0c4,1276,0,0,0,0,0
Girish Chandra,WS/MP790/2023-2024/71443 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,Dhampur,Teebri,12/29/2023,174000,Approved by IDA,Sanctioned,Lok Sabha,174000,,,MPLADS_cbcc3596ac3939db,,0,1,0,0,0
Vijay Kumar Hansdak,WS/MP607/2023-2024/78280 - Construction of water tanks,Normal/Others,Jharkhand,RAJMAHAL(ST),DEPUTY COMMISSIONER SAHEBGANJ_IDA,,,Taljhari,Bishunpur,1/8/2024,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,8/1/2024,8/1/2024,MPLADS_9c2a28580749f6a5,764,0,0,0,0,0
Janardan Mishra,"WS/MP644/2023-2024/33719 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,REWA,DISTRICT COLLECTOR REWA_IDA,,,JAWA,Chhadahana,10/7/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,7/10/2023,7/10/2023,MPLADS_5ff138c26b4df09b,1152,0,0,0,0,0
Dinesh Chandra Yadav,WS/MP558/2023-2024/38785 - Setting up of laboratories,Normal/Others,Bihar,MADHEPURA,DISTRICT PLANNING OFFICER SAHARSA_IDA,,,BANMA ITAHARI,Itahri,10/20/2023,1940000,Approved by IDA,Sanctioned,Lok Sabha,1940000,,,MPLADS_5d386555df8a9e97,,0,1,0,0,0
Dr Sanjeev Kumar Singari,WS/MP310/2023-2024/10311 - Installing tube-wells and borewells,Normal/Others,Andhra Pradesh,KURNOOL,DISTRICT COLLECTOR KURNOOL_IDA,,,PATTIKONDA,Pandikona,8/17/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_aa0fc96de03264b4,,0,1,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42537 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,DIBAI,Jargwan,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_e30603ea59570cf6,,0,1,0,0,0
Shri Chandra Prakash Choudhary,WS/MP334/2023-2024/36818 - Lighting of public spaces,Normal/Others,Jharkhand,GIRIDIH,DEPUTY COMMISSIONER DHANBAD_IDA,,,TOPCHANCHI,Topchanchi,10/14/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,,,MPLADS_8893e947d7a94b01,,0,1,0,0,0
Sardar Simranjit Singh Mann,WS/MP382/2023-2024/16322 - Installing tube-wells and borewells,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER SANGRUR_IDA,,,SANGRUR,Balian (28),9/4/2023,70000,Approved by IDA,Sanctioned,Lok Sabha,70000,4/9/2023,4/9/2023,MPLADS_4921212570d02c49,1244,0,0,0,0,0
Bhola Singh,WS/MP814/2023-2024/1114 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,SYANA,Hajipur,6/14/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_441af6dcb90de512,,0,1,0,0,0
Shri Chandra Prakash Choudhary,WS/MP334/2023-2024/41858 - Construction of boundary walls of existing public and community buildings,Normal/Others,Jharkhand,GIRIDIH,DEPUTY COMMISSIONER BOKARO_IDA,,,KASMAR,Tironala,10/30/2023,350000,Approved by IDA,Sanctioned,Lok Sabha,350000,,,MPLADS_f221eb57524b6a48,,0,1,0,0,0
Dr. Vijay Kumar Singh (Retd) General,WS/MP400/2023-2024/3540 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Uttar Pradesh,GHAZIABAD,DISTRICT MAGISTRAE GHAZIABAD_IDA,,,RAJAPUR,Masauta,7/13/2023,3997000,Approved by IDA,Sanctioned,Lok Sabha,3997000,,,MPLADS_0e0135055956c947,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/6030 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,JOYA,Khaya Mafi,7/24/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_08c42c54a100ae18,,0,1,0,0,0
MK Vishnu Prasad,WS/MP737/2023-2024/7804 - Lighting of public spaces,Normal/Others,Tamil Nadu,ARANI,DISTRICT COLLECTOR VILLUPURAM_IDA,,,MAILAM,Vengandur,8/3/2023,435000,Approved by IDA,Sanctioned,Lok Sabha,435000,3/8/2023,3/8/2023,MPLADS_95c87eaf04b58235,1276,0,0,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38643 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,JOYA,Sakarpur Samaspur,10/19/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_e62a82fb963cbfbc,,0,1,0,0,0
Gajendra Singh Patel,WS/MP641/2023-2024/8375 - Construction of common work sheds/ common covered sitting area,Normal/Others,Madhya Pradesh,KHARGONE(ST),DISTRICT COLLECTOR BADWANI_IDA,,,BARWANI,Borelaya,8/8/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,8/8/2023,8/8/2023,MPLADS_25a5ee8808ac1bbd,1123,0,0,0,0,0
Shri Rajmani Patel,"WS/MP105/2023-2024/14453 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR REWA_IDA,,,JAWA,Jhalwa,8/30/2023,299000,Approved by IDA,Sanctioned,Rajya Sabha,299000,,,MPLADS_80e9bfd6b2456397,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27807 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Bilauli,9/28/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_7ecb9b78d3acb696,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6099 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,KHUDAGANJ KATRA,Kapoorpur,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_e22befdf9be88ff0,,0,1,0,0,0
Shri Rajmani Patel,"WS/MP105/2023-2024/23043 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,Sitting Rajya Sabha,DISTRICT COLLECTOR REWA_IDA,,,JAWA,Pathrauda,9/19/2023,299000,Approved by IDA,Sanctioned,Rajya Sabha,299000,,,MPLADS_2ea31558af337be4,,0,1,0,0,0
Niranjan Jyoti,WS/MP816/2023-2024/6961 - Construction of community centers and community halls,Normal/Others,Uttar Pradesh,FATEHPUR,DISTRICT MAGISTRATE FATEHPUR_IDA,,,TELYANI,Hajipur Gang,7/29/2023,1353000,Approved by IDA,Sanctioned,Lok Sabha,1353000,,,MPLADS_a42bc4bfa00b71ec,,0,1,0,0,0
Sardar Simranjit Singh Mann,WS/MP382/2023-2024/16214 - Development of public parks,Normal/Others,Punjab,SANGRUR,Deputy Commissioner Malerkotla_IDA,,,Malerkotla H,Bhudan (71),9/4/2023,95380,Approved by IDA,Sanctioned,Lok Sabha,95380,4/9/2023,4/9/2023,MPLADS_f650dc432a9dcb16,1244,0,0,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27302 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Gauri Baniyani,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_d59caaea31130e0c,,0,1,0,0,0
SHRI Ramji,WS/MP198/2023-2024/3494 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,LALAURIKHERA,Shivpuria,7/13/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,,,MPLADS_796826e95051db8e,,0,1,0,0,0
Pashupati Nath Singh,"WS/MP434/2023-2024/36072 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,DHANBAD,DEPUTY COMMISSIONER BOKARO_IDA,,,CHANDANKIYARI,Sitanala,10/12/2023,350000,Approved by IDA,Sanctioned,Lok Sabha,350000,12/10/2023,12/10/2023,MPLADS_97c1679ee845420e,999,0,0,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42732 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,DIBAI,Satoha,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_fcc36b3e843b669b,,0,1,0,0,0
Ramakant Bhargava,WS/MP649/2023-2024/24199 - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR SEHORE_IDA,,,NASRULLAGANJ,Jamonia Bazyaft,9/21/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_bca502f5ba888b53,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27803 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Lalpur,9/28/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_db239a10d0dea2cc,,0,1,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10960 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,Kaimganj,kaimganj,,,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_f8d42a3d1d31ea7a,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/1047 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,SHIKARPUR,Khairpur,6/13/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_76fbf6d84ac71eb4,,0,1,0,0,0
Kani K Navas,WS/MP746/2023-2024/45860 - Lighting of public spaces,Normal/Others,Tamil Nadu,RAMANATHAPURAM,DISTRICT COLLECTOR RAMANATHAPURAM_IDA,Abiramam,10,,,11/5/2023,430000,Approved by IDA,Sanctioned,Lok Sabha,430000,5/11/2023,5/11/2023,MPLADS_89a101686a01c06c,1212,0,0,0,0,0
Sunil Kumar Pintu,WS/MP421/2023-2024/7313 - Street lights,Normal/Others,Bihar,SITAMARHI,DISTRICT PLANNING OFFICER SITAMARHI_IDA,Dumra,"21, near madhuban chowk",,,8/1/2023,498500,Approved by IDA,Sanctioned,Lok Sabha,498500,1/8/2023,1/8/2023,MPLADS_0dae893e26bde69b,1335,0,0,0,0,0
Ramakant Bhargava,"WS/MP649/2023-2024/22179 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Madhya Pradesh,VIDISHA,DISTRICT COLLECTOR RAISEN_IDA,,,SANCHI,Sanchet,9/17/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_bbca29cf5290cf5b,,0,1,0,0,0
Girish Chandra,WS/MP790/2023-2024/57019 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,NAJIBABAD,Chandpura,12/6/2023,174000,Approved by IDA,Sanctioned,Lok Sabha,174000,6/12/2023,6/12/2023,MPLADS_3cc1d6719447843d,1180,0,0,0,0,0
Vijay Kumar Hansdak,WS/MP607/2023-2024/82431 - Construction of public staircase/ stair ghat for public convenience,Normal/Others,Jharkhand,RAJMAHAL(ST),DEPUTY COMMISSIONER SAHEBGANJ_IDA,,,Udhwa,Begamganj,1/15/2024,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_a5cdf1f77dbfd5f5,,0,1,0,0,0
Sanghamitra Maurya,"WS/MP778/2023-2024/60037 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,BADAUN,DISTRICT MAGISTRATE BUDAUN_IDA,,,Bisauli,Sarva,12/10/2023,601000,Approved by IDA,Sanctioned,Lok Sabha,601000,10/12/2023,10/12/2023,MPLADS_978e2a4b7fa4a1df,1058,0,0,0,0,0
Sunil Kumar Pintu,WS/MP421/2023-2024/8414 - Street lights,Normal/Others,Bihar,SITAMARHI,DISTRICT PLANNING OFFICER SITAMARHI_IDA,,,RUNNISAIDPUR,Belahi Nil Kanth,8/8/2023,498500,Approved by IDA,Sanctioned,Lok Sabha,498500,8/8/2023,8/8/2023,MPLADS_ae24bdf112fb9950,1123,0,0,0,0,0
SHRI Badugula lingaiah Yadav,WS/MP169/2023-2024/19538 - Providing drains and gutters for public drainage,Normal/Others,Telangana,Sitting Rajya Sabha,DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA,,,VALIGONDA,Redla Repaka,9/13/2023,1000000,Approved by IDA,Sanctioned,Rajya Sabha,1000000,,,MPLADS_44ad962221cc4513,,0,1,0,0,0
Narendra Singh Tomar,"WS/MP645/2023-2024/32590 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Madhya Pradesh,MORENA,District Collector Sheopur_IDA,,,VIJAYPUR,Gaswani,10/6/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,6/10/2023,6/10/2023,MPLADS_6129daa8a0ae8b72,1182,0,0,0,0,0
Sudarshan Bhagat,WS/MP866/2023-2024/12624 - Construction of public toilets and bathrooms,Normal/Others,Jharkhand,LOHARDAGA(ST),DEPUTY COMMISSIONER RANCHI_IDA,,,MANDAR,Jhinghri,8/23/2023,1400000,Approved by IDA,Sanctioned,Lok Sabha,1400000,,,MPLADS_00bcc4e7c40009b1,,0,1,0,0,0
SH Manoj Kumar Jha,"WS/MP042/2023-2024/17680 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,Sitting Rajya Sabha,DISTRICT PLANNING OFFICER SAHARSA_IDA,,,KAHARA,Amarpur,9/7/2023,1499900,Approved by IDA,Sanctioned,Rajya Sabha,1499900,7/9/2023,7/9/2023,MPLADS_57333482c63808cd,1153,0,0,0,0,0
Smt Jaskaur Meena,WS/MP387/2023-2024/10834 - Installing tube-wells and borewells,Normal/Others,Rajasthan,DAUSA(ST),DISTRICT COLLECTOR DAUSA_IDA,,,NANGAL RAJAWATAN,Khawa Raoji,8/18/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,,,MPLADS_07d20f4716940a24,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27250 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Safipur,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_2b2d90b67134e007,,0,1,0,0,0
Smt Veena Devi,"WS/MP317/2023-2024/10685 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER VAISHALI_IDA,,,GARAUL,Bahadurpur,8/17/2023,1499000,Approved by IDA,Sanctioned,Lok Sabha,1499000,,,MPLADS_71f4ae2c09a8261e,,0,1,0,0,0
Smt Himadri Singh,WS/MP654/2023-2024/10214 - Street lights,Normal/Others,Madhya Pradesh,SHAHDOL (ST),DISTRICT COLLECTOR ANUPPUR_IDA,,,ANUPPUR,Chhilpa,8/16/2023,279150,Approved by IDA,Sanctioned,Lok Sabha,279150,,,MPLADS_b3a7ab5dee846a10,,0,1,0,0,0
Smt Veena Devi,WS/MP317/2023-2024/1400 - Construction of bus-sheds or bus-stops,Normal/Others,Bihar,VAISHALI,DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA,,,PAROO,Deoria,6/21/2023,1464400,Approved by IDA,Sanctioned,Lok Sabha,1464400,,,MPLADS_5f8c2767d6ea91f9,,0,1,0,0,0
Janardan Mishra,WS/MP644/2023-2024/21276 - Street lights,Normal/Others,Madhya Pradesh,REWA,DISTRICT COLLECTOR REWA_IDA,,,MAUGANJ,Karhiya,9/15/2023,697800,Approved by IDA,Sanctioned,Lok Sabha,697800,,,MPLADS_87f2e4987fd280f6,,0,1,0,0,0
Shri Dharambir Singh,WS/MP329/2023-2024/11722 - Purchase of sports equipment,Normal/Others,Haryana,BHIWANI MAHENDRAGARH,Deputy Commissioner Charkhi Dadri_IDA,,,BADHRA,Bhandwa(41),8/21/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_42d1014de66f0b2c,,0,1,0,0,0
Seyed Tufail Hasan,WS/MP464/2023-2024/7528 - Lighting of public spaces,Normal/Others,Uttar Pradesh,MORADABAD,DISTRICT MAGISTRATE MORADABAD_IDA,,,BHAGATPUR TANDA,Chandpur Ahatmali,8/2/2023,173600,Approved by IDA,Sanctioned,Lok Sabha,173600,2/8/2023,2/8/2023,MPLADS_dbb1bb54a369bf56,1304,0,0,0,0,0
Brijendra Singh,WS/MP593/2023-2024/9199 - Purchase of mobile water tankers,Normal/Others,Haryana,HISAR,DEPUTY COMMISSIONER HISSAR_IDA,Hansi,26,,,8/14/2023,155000,Approved by IDA,Sanctioned,Lok Sabha,155000,,,MPLADS_6eee0f4f03d1baf5,,0,1,0,0,0
Dr Sanjeev Kumar Singari,WS/MP310/2023-2024/10308 - Installing tube-wells and borewells,Normal/Others,Andhra Pradesh,KURNOOL,DISTRICT COLLECTOR KURNOOL_IDA,,,PATTIKONDA,Devanabanda,8/17/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_46ec18cf4f85173f,,0,1,0,0,0
MK Vishnu Prasad,WS/MP737/2023-2024/7800 - Lighting of public spaces,Normal/Others,Tamil Nadu,ARANI,DISTRICT COLLECTOR VILLUPURAM_IDA,,,VALLAM,Aviyur,8/3/2023,435000,Approved by IDA,Sanctioned,Lok Sabha,435000,3/8/2023,3/8/2023,MPLADS_a9d7cd9670cabe50,1276,0,0,0,0,0
Seyed Tufail Hasan,WS/MP464/2023-2024/5742 - Lighting of public spaces,Normal/Others,Uttar Pradesh,MORADABAD,DISTRICT MAGISTRATE MORADABAD_IDA,Kanth(Moradabad),11,,,7/23/2023,173600,Approved by IDA,Sanctioned,Lok Sabha,173600,,,MPLADS_bdad9c7e7c716025,,0,1,0,0,0
SHRI Ramji,WS/MP198/2023-2024/7913 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,BARKHERA,Benipur,8/3/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,3/8/2023,3/8/2023,MPLADS_226a9a0e89f3d88a,1276,0,0,0,0,0
Dinesh Chandra Yadav,"WS/MP558/2023-2024/38848 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,MADHEPURA,DISTRICT PLANNING OFFICER SAHARSA_IDA,,,BANMA ITAHARI,Sahuria,10/20/2023,600000,Approved by IDA,Sanctioned,Lok Sabha,600000,,,MPLADS_020b77f4cd19d4f4,,0,1,0,0,0
Gulam Ali (NRS),WS/MP839/2023-2024/34065 - Lighting of public spaces,Normal/Others,Jammu And Kashmir,Nominated Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Bandi,10/7/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,7/10/2023,7/10/2023,MPLADS_b2d6fa783a9bb4a2,1152,0,0,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10962 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,Kaimganj,kaimganj,,,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_f9e0d5d25a74c84e,,0,1,0,0,0
SHRI Muzibulla Khan,"WS/MP135/2023-2024/9897 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR NABARANGPUR_IDA,,,NABARANGPUR,Taragam,8/16/2023,300000,Approved by IDA,Sanctioned,Rajya Sabha,300000,,,MPLADS_13fa40393734bece,,0,1,0,0,0
Smt Preneet Kaur,WS/MP379/2023-2024/43022 - Providing drains and gutters for public drainage,Normal/Others,Punjab,PATIALA,DEPUTY COMMISSIONER PATIALA_IDA,,,SANOUR,Panjola (198),11/1/2023,650000,Approved by IDA,Sanctioned,Lok Sabha,650000,1/11/2023,1/11/2023,MPLADS_1d99baff19b48d4d,1332,0,0,0,0,0
Alok Kumar Suman,WS/MP413/2023-2024/15851 - Lighting of public spaces,Normal/Others,Bihar,GOPALGANJ (SC),DISTRICT PLANNING OFFICER GOPALGANJ_IDA,Gopalganj,22,,,9/3/2023,975000,Approved by IDA,Sanctioned,Lok Sabha,975000,3/9/2023,3/9/2023,MPLADS_62463d7a62da0a7a,1275,0,0,0,0,0
Smt Jaskaur Meena,WS/MP387/2023-2024/10852 - Installing tube-wells and borewells,Normal/Others,Rajasthan,DAUSA(ST),DISTRICT COLLECTOR DAUSA_IDA,,,SIKRAI,Geejgarh,8/18/2023,137500,Approved by IDA,Sanctioned,Lok Sabha,137500,,,MPLADS_7f6313fb54df2cbf,,0,1,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27536 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Mohmmadipur,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_badc9bba20a23fd3,,0,1,0,0,0
Narendra Singh Tomar,WS/MP645/2023-2024/33710 - Construction of culverts and bridges,Normal/Others,Madhya Pradesh,MORENA,DISTRICT COLLECTOR MORENA_IDA,,,AMBAH,Dimani,10/7/2023,800000,Approved by IDA,Sanctioned,Lok Sabha,800000,7/10/2023,7/10/2023,MPLADS_226ae25c559db7fb,1152,0,0,0,0,0
SHRI Kirodi Lal,WS/MP150/2023-2024/14568 - Construction of buildings for community cultural activities,Normal/Others,Rajasthan,Sitting Rajya Sabha,DISTRICT COLLECTOR DHOLPUR_IDA,Bari,nagar road bari,,,8/31/2023,2500000,Approved by IDA,Sanctioned,Rajya Sabha,2500000,,,MPLADS_0af222d97a6a0366,,0,1,0,0,0
Shri Amar Singh,"WS/MP380/2023-2024/3648 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Punjab,FATEHGARH SAHIB(SC),DEPUTY COMMISSIONER LUDHIANA_IDA,,,LUDHIANA-2,Kohara (224),7/14/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_a94ea2e77c4a7c16,,0,1,0,0,0
SR Parthiban,WS/MP752/2023-2024/38608 - Lighting of public spaces,Normal/Others,Tamil Nadu,SALEM,DISTRICT COLLECTOR SALEM_IDA,Poolampatti,1,,,10/19/2023,540000,Approved by IDA,Sanctioned,Lok Sabha,540000,,,MPLADS_95f3cd2aff7beb9c,,0,1,0,0,0
Manish Tewari,WS/MP711/2023-2024/2206 - Purchase of non-conventional energy system and devices for community use,Normal/Others,Punjab,ANANDPUR SAHIB,DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA,,,MOHALI,Alipur (252),7/4/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,4/7/2023,4/7/2023,MPLADS_92db2cb858204cb0,1246,0,0,0,0,0
Satya Pal Singh,"WS/MP506/2023-2024/30634 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,BAGHPAT,DISTRICT MAGISTRATE MEERUT_IDA,,,ROHTA,Bhadaura,10/3/2023,800000,Approved by IDA,Sanctioned,Lok Sabha,800000,3/10/2023,3/10/2023,MPLADS_d97eae40403d96e2,1274,0,0,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/37116 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Udaipur Khakhra,10/15/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_765169078ab3766f,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38324 - Installing community drinking water plants,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,GANGESHWARI,Dhawarsi,10/18/2023,381500,Approved by IDA,Sanctioned,Lok Sabha,381500,,,MPLADS_d875dbee51c6a13c,,0,1,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/77429 - Purchase of training equipment,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,Farrukhabad,278,,,1/8/2024,600000,Approved by IDA,Sanctioned,Lok Sabha,600000,8/1/2024,8/1/2024,MPLADS_ad80d5953ea491a4,764,0,0,0,0,0
