MP NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED DATE,ALLOCATION AMOUNT,IDA APPROVAL,STATUS,HOUSE,ALLOCATION_AMOUNT_NUM,RECOMMENDED_DATE_PARSED,RECOMMENDED_DATE,PROJECT_ID,PROJECT_AGE_DAYS,FUTURE_DATE_FLAG,MISSING_DATE_FLAG,MISSING_AMOUNT_FLAG,ZERO_OR_NEGATIVE_AMOUNT_FLAG,MISSING_CRITICAL_FIELDS
Naresh Bansal (SRS),"WS/MP850/2023-2024/17449 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttarakhand,Sitting Rajya Sabha,DISTRICT MAGISTRATE TEHRI GARHWAL_IDA,,,PRATAPNAGAR,Pokhri,9/7/2023,499000,Approved by IDA,Sanctioned,Rajya Sabha,499000,7/9/2023,7/9/2023,MPLADS_3c8e6bbfc8b1314e,1153,0,0,0,0,0
Upendra Singh Rawat,WS/MP811/2023-2024/27534 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BARABANKI(SC),DISTRICT MAGISTRATE BARABANKI_IDA,,,FATEHPUR,Kaitha,9/27/2023,20000,Approved by IDA,Sanctioned,Lok Sabha,20000,,,MPLADS_f12465e3a7abd627,,0,1,0,0,0
Dr Mahendrabhai Munjapara,"WS/MP326/2023-2024/24019 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Gujarat,SURENDRANAGAR,DISTRICT COLLECTOR SURENDRANAGAR_IDA,,,DASADA,Amnagar,9/21/2023,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,,,MPLADS_8bdd1f3b1d342551,,0,1,0,0,0
Shri Jasbir Singh,"WS/MP377/2023-2024/7124 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Punjab,KHADOOR SAHIB,Deputy Commissioner Tarn Taran_IDA,,,KHADUR-SAHIB-10,Bhut Wind (140),7/29/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_d3ef8fa5d562ada4,,0,1,0,0,0
Sunil Kumar Soni,"WS/MP567/2023-2024/9891 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,RAIPUR,DISTRICT COLLECTOR RAIPUR_IDA,,,DHARSIWA,Matiya,8/16/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_d137ec4f6f2d9ab9,,0,1,0,0,0
Vijay Kumar Hansdak,"WS/MP607/2023-2024/81742 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Jharkhand,RAJMAHAL(ST),DEPUTY COMMISSIONER SAHEBGANJ_IDA,,,Barharwa,Palasbana,1/13/2024,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_b5ca593b17fe356c,,0,1,0,0,0
Sangam Lal Gupta,WS/MP807/2023-2024/32386 - Street lights,Normal/Others,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH_IDA,,,MANDHATA,Sarai Murar Singh,10/5/2023,186000,Approved by IDA,Sanctioned,Lok Sabha,186000,5/10/2023,5/10/2023,MPLADS_2368ee1b161054e5,1213,0,0,0,0,0
SHRI Deepak Prakash,WS/MP082/2023-2024/37924 - Construction of community centers and community halls,Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,Ranchi,34,,,10/17/2023,1200000,Approved by IDA,Sanctioned,Rajya Sabha,1200000,,,MPLADS_9fc78dec800c59bc,,0,1,0,0,0
SHRI Muzibulla Khan,WS/MP135/2023-2024/9898 - Construction of rooms and halls in school and colleges,Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR NABARANGPUR_IDA,,,NABARANGPUR,Taragam,8/16/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_40419fbd97118849,,0,1,0,0,0
Kaushal Kishore,"WS/MP471/2023-2024/22256 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,MOHANLALGANJ(SC),DISTRICT MAGISTRAE LUCKNOW_IDA,Lucknow,JANKI PURAM TRITIYA,,,9/17/2023,446000,Approved by IDA,Sanctioned,Lok Sabha,446000,,,MPLADS_75795c315a14d1a4,,0,1,0,0,0
Santosh Pandey,"WS/MP513/2023-2024/20245 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,RAJNANDGAON,DISTRICT COLLECTOR RAJNANDGAON_IDA,,,DONGARGHAR,Andi,9/14/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_bda148a495499220,,0,1,0,0,0
Suresh Pujari,WS/MP705/2023-2024/19407 - Construction of community centers and community halls,Normal/Others,Odisha,BARGARH,DISTRICT COLLECTOR BARAGARH_IDA,,,BARGARH,Kalapani,9/13/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_2b20f4f810160a38,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6275 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,KALAN,Rukan Pur,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_e169a9d761bb1208,,0,1,0,0,0
Smt Sarmistha Sethi,WS/MP709/2023-2024/31448 - Purchase of non-conventional energy system and devices for community use,Normal/Others,Odisha,JAJPUR(SC),DISTRICT COLLECTOR JAJPUR_IDA,,,BINJHARPUR,Ramachandra Pur,10/4/2023,149994,Approved by IDA,Sanctioned,Lok Sabha,149994,4/10/2023,4/10/2023,MPLADS_452106c21c909426,1243,0,0,0,0,0
Shri Chandra Prakash Choudhary,"WS/MP334/2023-2024/35569 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,GIRIDIH,DEPUTY COMMISSIONER BOKARO_IDA,,,,,10/10/2023,506900,Approved by IDA,Sanctioned,Lok Sabha,506900,10/10/2023,10/10/2023,MPLADS_2c44e6dec405af8f,1060,0,0,0,0,0
Kripanath Mallah,WS/MP540/2023-2024/48666 - Street lights,Normal/Others,Assam,KARIMGANJ (SC),DEPUTY COMMISSIONER KARIM GANJ_IDA,,,RAMKRISHNA NAGAR,Kadmacherra,11/10/2023,1608760,Approved by IDA,Sanctioned,Lok Sabha,1608760,10/11/2023,10/11/2023,MPLADS_08d39619241ab738,1059,0,0,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/10763 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,NAWABGANJ,Gathvaya,8/18/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_3ba042f94cc53f89,,0,1,0,0,0
Rajbahadur Singh,"WS/MP647/2023-2024/97596 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Madhya Pradesh,SAGAR,District Collector Vidisha_IDA,,,Nateran,Rawan,2/5/2024,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,5/2/2024,5/2/2024,MPLADS_71f5d6663aafd2ff,855,0,0,0,0,0
Kripanath Mallah,WS/MP540/2023-2024/18350 - Street lights,Normal/Others,Assam,KARIMGANJ (SC),DEPUTY COMMISSIONER KARIM GANJ_IDA,,,NORTH KARIMGANJ,Banamali Pt II,9/9/2023,1608760,Approved by IDA,Sanctioned,Lok Sabha,1608760,9/9/2023,9/9/2023,MPLADS_3607863a90f7e605,1091,0,0,0,0,0
Bhola Singh,WS/MP814/2023-2024/1116 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,SYANA,Hajipur,6/14/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_1fbed7010a1f8df5,,0,1,0,0,0
Gulam Ali (NRS),WS/MP839/2023-2024/34117 - Lighting of public spaces,Normal/Others,Jammu And Kashmir,Nominated Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BANDA,Padri J. Chandpur,10/7/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,7/10/2023,7/10/2023,MPLADS_f2d4f3243207f461,1152,0,0,0,0,0
Anurag Singh Thakur,WS/MP517/2023-2024/71581 - Providing drains and gutters for public drainage,Normal/Others,Himachal Pradesh,HAMIRPUR_HP,DEPUTY COMMISSIONER HAMIRPUR_IDA,,,Lambloo,Kohin (45/72),12/29/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_e5cb24fa6838882a,,0,1,0,0,0
Vijay Kumar Hansdak,"WS/MP607/2023-2024/81233 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Jharkhand,RAJMAHAL(ST),DEPUTY COMMISSIONER SAHEBGANJ_IDA,,,Mandro,Uttar Karam Tola,1/11/2024,250000,Approved by IDA,Sanctioned,Lok Sabha,250000,11/1/2024,11/1/2024,MPLADS_3c1bf2fdaa5273d9,672,0,0,0,0,0
Vijay Baghel,"WS/MP568/2023-2024/22524 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,,,PATAN,Arasnara (Devara),9/18/2023,800000,Approved by IDA,Sanctioned,Lok Sabha,800000,,,MPLADS_7c1ad6071b01b8de,,0,1,0,0,0
Arun Sao,"WS/MP426/2023-2024/19281 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Chhattisgarh,BILASPUR,Collector Mungeli_IDA,,,LORMI,Ghanaghar,9/12/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,12/9/2023,12/9/2023,MPLADS_e05767683500bd7f,1000,0,0,0,0,0
Smt Harsimrat Kaur Badal,WS/MP716/2023-2024/20986 - Development of public parks,Normal/Others,Punjab,BHATINDA,Deputy commissioner mansa_IDA,,,BUDHLADA,Ranghrial (166),9/15/2023,300000,Approved by IDA,Sanctioned,Lok Sabha,300000,,,MPLADS_2795350b46f969e5,,0,1,0,0,0
Shri Mithilesh Kumar,WS/MP190/2023-2024/1950 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,SINDHAULI,Koraun Kuinyan,6/30/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,,,MPLADS_117408e6bfcc8aba,,0,1,0,0,0
Dr Sikander Kumar,"WS/MP078/2023-2024/13575 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Himachal Pradesh,Sitting Rajya Sabha,DEPUTY COMMISSIONER HAMIRPUR_IDA,,,BIJHRI,Chakdahad (40-13),8/27/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_845c18bb6bd87f08,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38516 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,JOYA,Gangadaspur,10/19/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_be19543e226bea42,,0,1,0,0,0
Shri Javed Ali Khan,WS/MP187/2023-2024/1424 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Katpura,6/21/2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,283200,,,MPLADS_8f42d4027b1ee4e1,,0,1,0,0,0
SR Parthiban,"WS/MP752/2023-2024/49874 - Purchase of smart boards, visual display units and projectors",Normal/Others,Tamil Nadu,SALEM,DISTRICT COLLECTOR SALEM_IDA,Tharamangalam,1,,,11/16/2023,290000,Approved by IDA,Sanctioned,Lok Sabha,290000,,,MPLADS_019dd8ff4c9d88e3,,0,1,0,0,0
Sukhbir Singh Badal,WS/MP714/2023-2024/86592 - Purchase of mobile water tankers,Normal/Others,Punjab,FIROZPUR,DEPUTY COMMISSIONER FAZILKA_IDA,,,Fazilka,Mahatam Nagar (319),1/22/2024,246400,Approved by IDA,Sanctioned,Lok Sabha,246400,,,MPLADS_38d63876e6876931,,0,1,0,0,0
Mukesh Rajput,WS/MP797/2023-2024/3484 - Street lights,Normal/Others,Uttar Pradesh,FARRUKHABAD,DISTRICT MAGISTRAE FARRUKHABAD_IDA,,,RAJEPUR,Chapra,7/13/2023,198200,Approved by IDA,Sanctioned,Lok Sabha,198200,,,MPLADS_f894b2fe4ff6a741,,0,1,0,0,0
Girish Chandra,WS/MP790/2023-2024/57021 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,NAJIBABAD,Jaswantpur,12/6/2023,174000,Approved by IDA,Sanctioned,Lok Sabha,174000,6/12/2023,6/12/2023,MPLADS_e1d3c6eb832ea81a,1180,0,0,0,0,0
Bhola Singh,WS/MP814/2023-2024/1063 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,PAHASU,Bhaipur,6/13/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_0b4f3dd1ed48dbe0,,0,1,0,0,0
Nabam Rebia (SRS),WS/MP830/2023-2024/8354 - Construction of public toilets and bathrooms,Normal/Others,Arunachal Pradesh,Sitting Rajya Sabha,DEPUTY COMMISSIONER PAPUM PARE_IDA,,,DOIMUKH,Nonpu,8/8/2023,1500000,Approved by IDA,Sanctioned,Rajya Sabha,1500000,8/8/2023,8/8/2023,MPLADS_4749d610c1c92f37,1123,0,0,0,0,0
Ajay Tamta,WS/MP477/2023-2024/40760 - Construction of boundary walls of existing public and community buildings,Normal/Others,Uttarakhand,ALMORA(SC),DISTRICT MAGISTRATE ALMORA_IDA,Almora,MurliManohar ward,,,10/26/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_38042ff48d9c1738,,0,1,0,0,0
Shri Sant Balbir Singh,WS/MP140/2023-2024/15148 - Construction of rooms and halls in school and colleges,Repair and Renovation,Punjab,Sitting Rajya Sabha,DEPUTY COMMISSIONER JALANDHAR_IDA,,,JALANDHAR-EAST,Raipur (240),9/2/2023,250000,Approved by IDA,Sanctioned,Rajya Sabha,250000,2/9/2023,2/9/2023,MPLADS_7ecdfa615a26eaee,1303,0,0,0,0,0
Dhal Singh Bisen,WS/MP441/2023-2024/16711 - Purchase of mobile water tankers,Normal/Others,Madhya Pradesh,BALAGHAT,DISTRICT COLLECTOR BALAGHAT_IDA,,,LANJI,Pausera,9/5/2023,205055,Approved by IDA,Sanctioned,Lok Sabha,205055,5/9/2023,5/9/2023,MPLADS_52c03cca710b8b79,1214,0,0,0,0,0
Mahabali Singh,WS/MP003/2023-2024/22511 - Street lights,Normal/Others,Bihar,KARAKAT,DISTRICT PLANNING OFFICER AURANGABAD_IDA,Nabinagar,Near the mosque in village Parsia ward number 2 of Nabinagar.,,,9/18/2023,989000,Approved by IDA,Sanctioned,Lok Sabha,989000,,,MPLADS_b32e22714a555ae7,,0,1,0,0,0
Dinesh Chandra Yadav,"WS/MP558/2023-2024/43437 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,MADHEPURA,DISTRICT PLANNING OFFICER SAHARSA_IDA,Kahra,33,,,11/2/2023,600000,Approved by IDA,Sanctioned,Lok Sabha,600000,2/11/2023,2/11/2023,MPLADS_f39553957862f344,1301,0,0,0,0,0
Smt Phulo Devi Netam,WS/MP224/2023-2024/8579 - Construction of flood control embankments,Normal/Others,Chhattisgarh,Sitting Rajya Sabha,DISTRICT COLLECTOR JASHPUR_IDA,,,BAGICHA,Maini,8/9/2023,1000000,Approved by IDA,Sanctioned,Rajya Sabha,1000000,9/8/2023,9/8/2023,MPLADS_10b4fc7e01c21141,1092,0,0,0,0,0
Sardar Simranjit Singh Mann,WS/MP382/2023-2024/16032 - Construction of common work sheds/ common covered sitting area,Normal/Others,Punjab,SANGRUR,DEPUTY COMMISSIONER BARNALA_IDA,,,BARNALA,Bhaini Jassa (58),9/4/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,4/9/2023,4/9/2023,MPLADS_558190a507423f1d,1244,0,0,0,0,0
Dr Umesh G Jadhav,WS/MP340/2023-2024/8859 - Lighting of public spaces,Normal/Others,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,KAMALAPUR,Belkotta,8/11/2023,555000,Approved by IDA,Sanctioned,Lok Sabha,555000,11/8/2023,11/8/2023,MPLADS_72c64543f992b236,1031,0,0,0,0,0
Shri Javed Ali Khan,WS/MP187/2023-2024/1375 - Street lights,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,PURANPUR,Piparia Majhara,6/21/2023,283200,Approved by IDA,Sanctioned,Rajya Sabha,283200,,,MPLADS_b735318a8ada379c,,0,1,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6321 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,Shahjahanpur,Ahmadpur Reti,,,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_f70c49787edc3367,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/1144 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,DANPUR,Kumraua,6/14/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_dfa77a6639e397a4,,0,1,0,0,0
SHRI. Prashanta Nanda,"WS/MP012/2023-2024/2747 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Odisha,Sitting Rajya Sabha,DISTRICT COLLECTOR KALAHANDI_IDA,,,DHARAMAGARH,Kermunda,7/7/2023,950000,Approved by IDA,Sanctioned,Rajya Sabha,950000,7/7/2023,7/7/2023,MPLADS_ac925dfb36f7f952,1155,0,0,0,0,0
SHRI Neeraj Dangi,"WS/MP236/2023-2024/12261 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Rajasthan,Sitting Rajya Sabha,DISTRICT COLLECTOR DAUSA_IDA,,,SIKRAI,Nandri,8/22/2023,1000000,Approved by IDA,Sanctioned,Rajya Sabha,1000000,,,MPLADS_0401018e174fb3d9,,0,1,0,0,0
Jyotsna Charandas Mahant,"WS/MP514/2023-2024/77178 - Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Chhattisgarh,KORBA,DISTRICT COLLECTOR KORBA_IDA,,,Pali,Saguna,1/7/2024,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,7/1/2024,7/1/2024,MPLADS_32dc062a67662425,795,0,0,0,0,0
Sangam Lal Gupta,WS/MP807/2023-2024/32458 - Street lights,Normal/Others,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH_IDA,,,PRATAPGARH (SADAR),Sarai Baheliya,10/5/2023,186000,Approved by IDA,Sanctioned,Lok Sabha,186000,5/10/2023,5/10/2023,MPLADS_48ac83d5479d1f08,1213,0,0,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6133 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,JAITIPUR,Dhuvla Karimnagar,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_0df1c387b389388d,,0,1,0,0,0
Bhola Singh,WS/MP814/2023-2024/1157 - Lighting of public spaces,Normal/Others,Uttar Pradesh,BULANDSHAHR(SC),DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,DANPUR,Chauganpur,6/14/2023,152000,Approved by IDA,Sanctioned,Lok Sabha,152000,,,MPLADS_97b510cc317139be,,0,1,0,0,0
Dinesh Chandra Yadav,"WS/MP558/2023-2024/52383 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Bihar,MADHEPURA,DISTRICT PLANNING OFFICER SAHARSA_IDA,,,SATTAR KATTAIYA,Purikh,11/24/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_df0871697b1e9805,,0,1,0,0,0
SHRI Ramji,WS/MP198/2023-2024/7933 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRAE PILIBHIT_IDA,,,BILSANDA,Madhkarpur,8/3/2023,283000,Approved by IDA,Sanctioned,Rajya Sabha,283000,3/8/2023,3/8/2023,MPLADS_5f5393587fe3d610,1276,0,0,0,0,0
Naranbhai Bhikhabhai Kachhadiya,"WS/MP580/2023-2024/46183 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Gujarat,AMRELI,DISTRICT COLLECTOR AMRELI_IDA,,,SAVERKUNDLA,Hadida,11/6/2023,198000,Approved by IDA,Sanctioned,Lok Sabha,198000,6/11/2023,6/11/2023,MPLADS_b34ec5825812a62e,1181,0,0,0,0,0
Smt Sajda Ahmed,WS/MP829/2023-2024/3234 - Street lights,Normal/Others,West Bengal,ULUBERIA,DISTRICT MAGISTRATE HOWRAH_IDA,,,AMTA-I,Chandrapur (CT),7/12/2023,150000,Approved by IDA,Sanctioned,Lok Sabha,150000,12/7/2023,12/7/2023,MPLADS_2c2a87a5631a98d0,1002,0,0,0,0,0
Vijay Baghel,WS/MP568/2023-2024/19214 - Construction of community centers and community halls,Normal/Others,Chhattisgarh,DURG,DISTRICT COLLECTOR DURG_IDA,,,PATAN,Jamgaon,9/12/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,12/9/2023,12/9/2023,MPLADS_37afda83e6844a1b,1000,0,0,0,0,0
Santosh Pandey,WS/MP513/2023-2024/2139 - Construction of footpaths and pedestrian ways,Normal/Others,Chhattisgarh,RAJNANDGAON,DISTRICT COLLECTOR RAJNANDGAON_IDA,,,CHHURIYA,Bawli,7/3/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,3/7/2023,3/7/2023,MPLADS_4faec7edbe492b0c,1277,0,0,0,0,0
Sangam Lal Gupta,WS/MP807/2023-2024/32391 - Street lights,Normal/Others,Uttar Pradesh,PRATAPGARH,DISTRICT MAGISTRAE PRATAPGARH_IDA,,,SANDWA CHANDRIKA,Tej Garh,10/5/2023,186000,Approved by IDA,Sanctioned,Lok Sabha,186000,5/10/2023,5/10/2023,MPLADS_b0be69877d9dd209,1213,0,0,0,0,0
Shri Aditya Prasad,"WS/MP081/2023-2024/1796 - Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,Sitting Rajya Sabha,DEPUTY COMMISSIONER RANCHI_IDA,,,RATU,Simliya,6/29/2023,500000,Approved by IDA,Sanctioned,Rajya Sabha,500000,,,MPLADS_1fd43d8430448516,,0,1,0,0,0
Anbumani Ramadoss (SRS),WS/MP845/2023-2024/44495 - Street lights,Normal/Others,Tamil Nadu,Sitting Rajya Sabha,DISTRICT COLLECTOR SALEM_IDA,,,NANGAVALLI,Gonur East,11/3/2023,350000,Approved by IDA,Sanctioned,Rajya Sabha,350000,3/11/2023,3/11/2023,MPLADS_9cc9c985e1c36db3,1273,0,0,0,0,0
Dayakar Pasunoori,WS/MP764/2023-2024/6388 - Lighting of public spaces,Normal/Others,Telangana,WARANGEL(SC),District Collector Warangal_IDA,,,WARDHANNA PET,Katrial,7/26/2023,200000,Approved by IDA,Sanctioned,Lok Sabha,200000,,,MPLADS_f60810dbac237322,,0,1,0,0,0
Gulam Ali (NRS),WS/MP839/2023-2024/34115 - Lighting of public spaces,Normal/Others,Jammu And Kashmir,Nominated Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,DADROL,Nagla Hazi,10/7/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,7/10/2023,7/10/2023,MPLADS_6eabbdf14f6f9df4,1152,0,0,0,0,0
Girish Chandra,WS/MP790/2023-2024/4877 - Lighting of public spaces,Normal/Others,Uttar Pradesh,NAGINA(SC),DISTRICT MAGISTRATE BIJNOR_IDA,,,NEHTAUR,Hameedpur,7/20/2023,166400,Approved by IDA,Sanctioned,Lok Sabha,166400,,,MPLADS_e3aef17d7055229e,,0,1,0,0,0
Smt Harsimrat Kaur Badal,WS/MP716/2023-2024/20985 - Crematoriums or structures on burial/ cremation ground for public convenience,Normal/Others,Punjab,BHATINDA,Deputy commissioner mansa_IDA,,,BUDHLADA,Ranghrial (166),9/15/2023,100000,Approved by IDA,Sanctioned,Lok Sabha,100000,,,MPLADS_478434d783fcfa02,,0,1,0,0,0
Smt Kanta Kardam,WS/MP020/2023-2024/42655 - Lighting of public spaces,Normal/Others,Uttar Pradesh,Sitting Rajya Sabha,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,,ANUPSHAHR,Bhailai,10/31/2023,299500,Approved by IDA,Sanctioned,Rajya Sabha,299500,,,MPLADS_1fdda24e1479cb1c,,0,1,0,0,0
Kripanath Mallah,WS/MP540/2023-2024/22554 - Purchase of non-conventional energy system and devices for community use,Normal/Others,Assam,KARIMGANJ (SC),DEPUTY COMMISSIONER KARIM GANJ_IDA,,,BADARPUR,Bargool,9/18/2023,1560000,Approved by IDA,Sanctioned,Lok Sabha,1560000,,,MPLADS_8fa0f73c4ac8f364,,0,1,0,0,0
Rajdeep Roy,WS/MP494/2023-2024/27704 - Construction of boundary walls of existing public and community buildings,Normal/Others,Assam,SILCHAR,DEPUTY COMMISSIONER CACHAR_IDA,,,BANSKANDI,Dungripar Pt II,9/27/2023,500000,Approved by IDA,Sanctioned,Lok Sabha,500000,,,MPLADS_cdd21353f1e7b378,,0,1,0,0,0
Gulam Ali (NRS),WS/MP839/2023-2024/33892 - Lighting of public spaces,Normal/Others,Jammu And Kashmir,Nominated Rajya Sabha,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,KHUTAR,Sikandarpur,10/7/2023,243000,Approved by IDA,Sanctioned,Rajya Sabha,243000,7/10/2023,7/10/2023,MPLADS_828b7639100484af,1152,0,0,0,0,0
Shri Arun Kumar Sagar,WS/MP492/2023-2024/6233 - Street lights,Normal/Others,Uttar Pradesh,SHAHJAHANPUR(SC),DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,,BHAWAL KHERA,Misripur,7/25/2023,129700,Approved by IDA,Sanctioned,Lok Sabha,129700,,,MPLADS_cdb678b7901a3ed4,,0,1,0,0,0
Shri Kunwar Danish Ali,WS/MP408/2023-2024/38817 - Lighting of public spaces,Normal/Others,Uttar Pradesh,AMROHA,DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA,,,DHANAURA,Chakan Vala Ahat.,10/20/2023,167300,Approved by IDA,Sanctioned,Lok Sabha,167300,,,MPLADS_ac7284078bc6e412,,0,1,0,0,0
BP Saroj Bholanath,WS/MP469/2023-2024/11429 - Lighting of public spaces,Normal/Others,Uttar Pradesh,MACHHLISHAHR(SC),DISTRICT MAGISTRATE JAUNPUR_IDA,,,RAM NAGAR,Parevan,8/20/2023,178000,Approved by IDA,Sanctioned,Lok Sabha,178000,,,MPLADS_6b9c3a26123fa42e,,0,1,0,0,0
Shri Sudheer Gupta,WS/MP356/2023-2024/15599 - Purchase of books and periodicals for libraries,Normal/Others,Madhya Pradesh,MANDSOUR,DISTRICT COLLECTOR MANDSAUR_IDA,,,BHANPURA,Gandhi Sagar Haidel Col (CT),9/2/2023,10000,Approved by IDA,Sanctioned,Lok Sabha,10000,2/9/2023,2/9/2023,MPLADS_753441b762035060,1303,0,0,0,0,0
